split,id,landmark_index,ere,ere_mm,true_radial_error_px,true_radial_error_mm
validation,RBS16390452_3R,4,7.551953315734863,0.5291735529899597,5.830951690673828,0.4085812270641327
validation,RBS16390452_3R,5,5.053706169128418,0.35411861538887024,3.605551242828369,0.25264495611190796
validation,RBS16390452_3R,6,5.102183818817139,0.35751551389694214,8.246211051940918,0.5778211355209351
validation,RBS16390452_3R,7,5.860166549682617,0.4106281101703644,14.142135620117188,0.9909549951553345
validation,RBS17194818_3R,1,11.028261184692383,0.7727621793746948,18.0,1.261279821395874
validation,RBS17194818_3R,2,7.481830596923828,0.5242602229118347,17.0,1.1912087202072144
validation,RBS17194818_3R,3,5.042538642883301,0.3533362150192261,6.082762718200684,0.426225870847702
validation,RBS17194818_3R,4,5.761495113372803,0.40371426939964294,5.830951690673828,0.4085812270641327
validation,RBS17194818_3R,5,4.5453081130981445,0.31849491596221924,3.0,0.210213303565979
validation,RBS17194818_3R,6,4.791070938110352,0.33571553230285645,3.1622776985168457,0.2215842753648758
validation,RBS17194818_3R,7,7.034998416900635,0.49295008182525635,0.0,0.0
